user_id,course_title,user_rating
user_1,2022 Complete Python Bootcamp From Zero to Hero in Python,4.6
user_2,2022 Complete Python Bootcamp From Zero to Hero in Python,4.6
user_3,2022 Complete Python Bootcamp From Zero to Hero in Python,4.6
user_4,2022 Complete Python Bootcamp From Zero to Hero in Python,4.6
user_5,2022 Complete Python Bootcamp From Zero to Hero in Python,4.6
user_6,2022 Complete Python Bootcamp From Zero to Hero in Python,4.6
user_7,2022 Complete Python Bootcamp From Zero to Hero in Python,4.6
user_8,2022 Complete Python Bootcamp From Zero to Hero in Python,4.6
user_9,2022 Complete Python Bootcamp From Zero to Hero in Python,4.6
user_10,2022 Complete Python Bootcamp From Zero to Hero in Python,4.6
user_11,The Web Developer Bootcamp 2022,4.7
user_12,The Web Developer Bootcamp 2022,4.7
user_13,The Web Developer Bootcamp 2022,4.7
user_14,The Web Developer Bootcamp 2022,4.7
user_15,The Web Developer Bootcamp 2022,4.7
user_16,The Web Developer Bootcamp 2022,4.7
user_17,The Web Developer Bootcamp 2022,4.7
user_18,The Web Developer Bootcamp 2022,4.7
user_19,The Web Developer Bootcamp 2022,4.7
user_20,The Web Developer Bootcamp 2022,4.7
user_21,The Complete 2022 Web Development Bootcamp,4.7
user_22,The Complete 2022 Web Development Bootcamp,4.7
user_23,The Complete 2022 Web Development Bootcamp,4.7
user_24,The Complete 2022 Web Development Bootcamp,4.7
user_25,The Complete 2022 Web Development Bootcamp,4.7
user_26,The Complete 2022 Web Development Bootcamp,4.7
user_27,The Complete 2022 Web Development Bootcamp,4.7
user_28,The Complete 2022 Web Development Bootcamp,4.7
user_29,The Complete 2022 Web Development Bootcamp,4.7
user_30,The Complete 2022 Web Development Bootcamp,4.7
user_31,Angular - The Complete Guide (2023 Edition),4.6
user_32,Angular - The Complete Guide (2023 Edition),4.6
user_33,Angular - The Complete Guide (2023 Edition),4.6
user_34,Angular - The Complete Guide (2023 Edition),4.6
user_35,Angular - The Complete Guide (2023 Edition),4.6
user_36,Angular - The Complete Guide (2023 Edition),4.6
user_37,Angular - The Complete Guide (2023 Edition),4.6
user_38,Angular - The Complete Guide (2023 Edition),4.6
user_39,Angular - The Complete Guide (2023 Edition),4.6
user_40,Angular - The Complete Guide (2023 Edition),4.6
user_41,Java Programming Masterclass covering Java 11 & Java 17,4.5
user_42,Java Programming Masterclass covering Java 11 & Java 17,4.5
user_43,Java Programming Masterclass covering Java 11 & Java 17,4.5
user_44,Java Programming Masterclass covering Java 11 & Java 17,4.5
user_45,Java Programming Masterclass covering Java 11 & Java 17,4.5
user_46,Java Programming Masterclass covering Java 11 & Java 17,4.5
user_47,Java Programming Masterclass covering Java 11 & Java 17,4.5
user_48,Java Programming Masterclass covering Java 11 & Java 17,4.5
user_49,Java Programming Masterclass covering Java 11 & Java 17,4.5
user_50,Java Programming Masterclass covering Java 11 & Java 17,4.5
user_51,"React - The Complete Guide (incl Hooks, React Router, Redux)",4.6
user_52,"React - The Complete Guide (incl Hooks, React Router, Redux)",4.6
user_53,"React - The Complete Guide (incl Hooks, React Router, Redux)",4.6
user_54,"React - The Complete Guide (incl Hooks, React Router, Redux)",4.6
user_55,"React - The Complete Guide (incl Hooks, React Router, Redux)",4.6
user_56,"React - The Complete Guide (incl Hooks, React Router, Redux)",4.6
user_57,"React - The Complete Guide (incl Hooks, React Router, Redux)",4.6
user_58,"React - The Complete Guide (incl Hooks, React Router, Redux)",4.6
user_59,"React - The Complete Guide (incl Hooks, React Router, Redux)",4.6
user_60,"React - The Complete Guide (incl Hooks, React Router, Redux)",4.6
user_61,Machine Learning A-Z: Hands-On Python & R In Data Science,4.5
user_62,Machine Learning A-Z: Hands-On Python & R In Data Science,4.5
user_63,Machine Learning A-Z: Hands-On Python & R In Data Science,4.5
user_64,Machine Learning A-Z: Hands-On Python & R In Data Science,4.5
user_65,Machine Learning A-Z: Hands-On Python & R In Data Science,4.5
user_66,Machine Learning A-Z: Hands-On Python & R In Data Science,4.5
user_67,Machine Learning A-Z: Hands-On Python & R In Data Science,4.5
user_68,Machine Learning A-Z: Hands-On Python & R In Data Science,4.5
user_69,Machine Learning A-Z: Hands-On Python & R In Data Science,4.5
user_70,Machine Learning A-Z: Hands-On Python & R In Data Science,4.5
user_71,The Complete JavaScript Course 2023: From Zero to Expert!,4.7
user_72,The Complete JavaScript Course 2023: From Zero to Expert!,4.7
user_73,The Complete JavaScript Course 2023: From Zero to Expert!,4.7
user_74,The Complete JavaScript Course 2023: From Zero to Expert!,4.7
user_75,The Complete JavaScript Course 2023: From Zero to Expert!,4.7
user_76,The Complete JavaScript Course 2023: From Zero to Expert!,4.7
user_77,The Complete JavaScript Course 2023: From Zero to Expert!,4.7
user_78,The Complete JavaScript Course 2023: From Zero to Expert!,4.7
user_79,The Complete JavaScript Course 2023: From Zero to Expert!,4.7
